# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 4000, i.e. number of multipoles equal to 3999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  108       4.139135634461e-10       1.308820244827e-13      -3.985185796514e-12       5.450318478059e-16       8.619659094475e-12       1.229293326495e-12      -7.079187358009e-15 
  109       4.185526639768e-10       1.328867835456e-13      -4.079900898565e-12       5.553678169413e-16       8.410872628919e-12       1.205894695818e-12      -7.018055597911e-15 
  110       4.232166117076e-10       1.348548032515e-13      -4.174199231295e-12       5.658150023316e-16       8.207867207751e-12       1.183086577336e-12      -6.955754550613e-15 
  111       4.279049797966e-10       1.367842062907e-13      -4.268004945910e-12       5.763741547755e-16       8.010569491755e-12       1.160862287471e-12      -6.892200444201e-15 
  112       4.326174383702e-10       1.386731773283e-13      -4.361242050265e-12       5.870459773829e-16       7.819009412327e-12       1.139224335818e-12      -6.827434445007e-15 
  113       4.373535537318e-10       1.405199143622e-13      -4.453833885944e-12       5.978311855534e-16       7.633181488578e-12       1.118171148672e-12      -6.761494264967e-15 
  114       4.421127846927e-10       1.423226299505e-13      -4.545703153669e-12       6.087305070342e-16       7.453043674460e-12       1.097696935626e-12      -6.694413988576e-15 
  115       4.468944789024e-10       1.440795524396e-13      -4.636771938703e-12       6.197446819795e-16       7.278516205892e-12       1.077791556163e-12      -6.626223899842e-15 
  116       4.516978691792e-10       1.457889271922e-13      -4.726961736259e-12       6.308744630086e-16       7.109480447890e-12       1.058440386251e-12      -6.556950309244e-15 
  117       4.565220698404e-10       1.474490178144e-13      -4.816193476908e-12       6.421206152651e-16       6.945777741692e-12       1.039624184943e-12      -6.486615380691e-15 
  118       4.613660730333e-10       1.490581073842e-13      -4.904387551986e-12       6.534839164749e-16       6.787208251886e-12       1.021318960966e-12      -6.415236958472e-15 
  119       4.662287450651e-10       1.506144996790e-13      -4.991463838996e-12       6.649651570055e-16       6.633529813539e-12       1.003495839324e-12      -6.342828394221e-15 
  120       4.711088227336e-10       1.521165204036e-13      -5.077341727024e-12       6.765651399242e-16       6.484456779324e-12       9.861209278859e-13      -6.269398373866e-15 
  121       4.760049096580e-10       1.535625184176e-13      -5.161940142139e-12       6.882846810570e-16       6.339658866647e-12       9.691551839852e-13      -6.194950744590e-15 
  122       4.809154726089e-10       1.549508669637e-13      -5.245177572801e-12       7.001246090472e-16       6.198760004772e-12       9.525542810150e-13      -6.119484341783e-15 
  123       4.858390307491e-10       1.562800172572e-13      -5.326973209142e-12       7.120857886620e-16       6.061419549252e-12       9.362789709909e-13      -6.043024115679e-15 
  124       4.907747557888e-10       1.575486636111e-13      -5.407250454876e-12       7.241691936191e-16       5.927588945391e-12       9.203278043822e-13      -5.965718928826e-15 
  125       4.957219341830e-10       1.587555996833e-13      -5.485933868604e-12       7.363758422758e-16       5.797282515380e-12       9.047079352886e-13      -5.887754719972e-15 
  126       5.006797782672e-10       1.598996694364e-13      -5.562948119897e-12       7.487067753699e-16       5.670497232392e-12       8.894249118506e-13      -5.809324283174e-15 
  127       5.056474241052e-10       1.609797687776e-13      -5.638218023468e-12       7.611630562614e-16       5.547212215751e-12       8.744826254259e-13      -5.730627341011e-15 
  128       5.106239293382e-10       1.619948471986e-13      -5.711668573340e-12       7.737457711734e-16       5.427388226119e-12       8.598832597645e-13      -5.651870617801e-15 
  129       5.156082710324e-10       1.629439094151e-13      -5.783224977024e-12       7.864560294343e-16       5.310967160671e-12       8.456272401850e-13      -5.573267912819e-15 
  130       5.205993435275e-10       1.638260170069e-13      -5.852812689679e-12       7.992949637191e-16       5.197871548272e-12       8.317131827501e-13      -5.495040173516e-15 
  131       5.255959562847e-10       1.646402900575e-13      -5.920357448293e-12       8.122637302911e-16       5.088004044661e-12       8.181378434427e-13      -5.417415568729e-15 
  132       5.305968317357e-10       1.653859087938e-13      -5.985785305848e-12       8.253635092432e-16       4.981246927622e-12       8.048960673415e-13      -5.340629561904e-15 
  133       5.356006031299e-10       1.660621152262e-13      -6.049022665491e-12       8.385955047399e-16       4.877461592169e-12       7.919807377970e-13      -5.264924984308e-15 
  134       5.406058123835e-10       1.666682147880e-13      -6.109996314707e-12       8.519609452585e-16       4.776488045723e-12       7.793827256068e-13      -5.190552108252e-15 
  135       5.456109079275e-10       1.672035779754e-13      -6.168633459489e-12       8.654610838307e-16       4.678144403287e-12       7.670908381923e-13      -5.117768720299e-15 
  136       5.506142425557e-10       1.676676419872e-13      -6.224861758508e-12       8.790971982845e-16       4.582226382630e-12       7.550917687735e-13      -5.046840194488e-15 
  137       5.556142172670e-10       1.680599457380e-13      -6.278610153582e-12       8.928704981856e-16       4.488550676718e-12       7.433727614313e-13      -4.977974434428e-15 
  138       5.606097341445e-10       1.683802355150e-13      -6.329811385751e-12       9.067818342838e-16       4.397091205015e-12       7.319300251230e-13      -4.911118946602e-15 
  139       5.655997864785e-10       1.686283734143e-13      -6.378399805562e-12       9.208319593184e-16       4.307856069828e-12       7.207610980308e-13      -4.846142809445e-15 
  140       5.705833157633e-10       1.688043067831e-13      -6.424310638999e-12       9.350216182730e-16       4.220844719892e-12       7.098621765235e-13      -4.782899583308e-15 
  141       5.755592104728e-10       1.689080700715e-13      -6.467480026700e-12       9.493515480251e-16       4.136047724046e-12       6.992280815713e-13      -4.721226970277e-15 
  142       5.805263048351e-10       1.689397866837e-13      -6.507845063190e-12       9.638224769951e-16       4.053446544907e-12       6.888522251593e-13      -4.660946473992e-15 
  143       5.854833776074e-10       1.688996708302e-13      -6.545343836098e-12       9.784351247959e-16       3.973013312547e-12       6.787265767021e-13      -4.601863059460e-15 
  144       5.904291508510e-10       1.687880293787e-13      -6.579915465390e-12       9.931902018823e-16       3.894710598171e-12       6.688416294573e-13      -4.543764812877e-15 
  145       5.953622887062e-10       1.686052637065e-13      -6.611500142587e-12       1.008088409200e-15       3.818491187788e-12       6.591863669398e-13      -4.486422601439e-15 
  146       6.002813961672e-10       1.683518715512e-13      -6.640039169995e-12       1.023130437836e-15       3.744297855892e-12       6.497482293359e-13      -4.429589733164e-15 
  147       6.051850178568e-10       1.680284488632e-13      -6.665474999928e-12       1.038316968667e-15       3.672063139135e-12       6.405130799174e-13      -4.373001616705e-15 
  148       6.100716368018e-10       1.676356916566e-13      -6.687751273932e-12       1.053648672008e-15       3.601709110003e-12       6.314651714553e-13      -4.316375421172e-15 
  149       6.149396732074e-10       1.671743978615e-13      -6.706812862012e-12       1.069126207264e-15       3.533147150494e-12       6.225871126344e-13      -4.259409735944e-15 
  150       6.197874832325e-10       1.666454691747e-13      -6.722605901858e-12       1.084750222579e-15       3.466277725791e-12       6.138598344670e-13      -4.201784230488e-15 
  151       6.246133577642e-10       1.660499129123e-13      -6.735077838065e-12       1.100521354481e-15       3.400990157941e-12       6.052625567068e-13      -4.143159314177e-15 
  152       6.294155211931e-10       1.653888438606e-13      -6.744177461363e-12       1.116440227538e-15       3.337162399528e-12       5.967727542635e-13      -4.083175796106e-15 
  153       6.341922606649e-10       1.646634760616e-13      -6.749855448587e-12       1.132507440553e-15       3.274686275836e-12       5.883713391107e-13      -4.021542120123e-15 
  154       6.389423299308e-10       1.638750934123e-13      -6.752065956508e-12       1.148723524450e-15       3.213546327354e-12       5.800588185947e-13      -3.958305908486e-15 
  155       6.436645808686e-10       1.630250798506e-13      -6.750765251602e-12       1.165088979790e-15       3.153747897262e-12       5.718405817880e-13      -3.893607123577e-15 
  156       6.483578358233e-10       1.621149309616e-13      -6.745911264050e-12       1.181604289450e-15       3.095292225687e-12       5.637218119953e-13      -3.827592865766e-15 
  157       6.530208870467e-10       1.611462557773e-13      -6.737463629504e-12       1.198269918208e-15       3.038176353094e-12       5.557074797305e-13      -3.760417479248e-15 
  158       6.576524961366e-10       1.601207785779e-13      -6.725383730872e-12       1.215086312322e-15       2.982393023663e-12       5.478023356924e-13      -3.692242657872e-15 
  159       6.622513934762e-10       1.590403406911e-13      -6.709634740086e-12       1.232053899111e-15       2.927930588684e-12       5.400109037414e-13      -3.623237550973e-15 
  160       6.668162776738e-10       1.579069022933e-13      -6.690181659880e-12       1.249173086535e-15       2.874772909934e-12       5.323374738754e-13      -3.553578869211e-15 
  161       6.713458150019e-10       1.567225442095e-13      -6.666991365568e-12       1.266444262778e-15       2.822899263069e-12       5.247860952065e-13      -3.483450990396e-15 
  162       6.758386388368e-10       1.554894697138e-13      -6.640032646813e-12       1.283867795827e-15       2.772284241006e-12       5.173605689370e-13      -3.413046065327e-15 
  163       6.802933490979e-10       1.542100063296e-13      -6.609276249407e-12       1.301444033054e-15       2.722897657309e-12       5.100644413357e-13      -3.342564123622e-15 
  164       6.847085116874e-10       1.528866076300e-13      -6.574694917047e-12       1.319173300795e-15       2.674704449576e-12       5.029009967144e-13      -3.272213179550e-15 
  165       6.890826579292e-10       1.515218550382e-13      -6.536263433106e-12       1.337055903935e-15       2.627664582823e-12       4.958732504040e-13      -3.202209337867e-15 
