# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   82       2.955557957486e-10       7.108484716631e-14      -1.564303420160e-12       0.000000000000e+00       1.681504850464e-11       2.099899536188e-12      -8.506970184008e-15 
   83       2.991783299715e-10       7.325100578240e-14      -1.643488615678e-12       0.000000000000e+00       1.631153324013e-11       2.048079461069e-12      -8.446109827726e-15 
   84       3.028360266796e-10       7.543049036487e-14      -1.723889479733e-12       0.000000000000e+00       1.582825815151e-11       1.998169067197e-12      -8.404640146027e-15 
   85       3.065290913377e-10       7.762156545735e-14      -1.805462988654e-12       0.000000000000e+00       1.536444784248e-11       1.950105139881e-12      -8.377474424399e-15 
   86       3.102574284372e-10       7.982244044137e-14      -1.888164904581e-12       0.000000000000e+00       1.491902879821e-11       1.903795306216e-12      -8.358918564601e-15 
   87       3.140206268284e-10       8.203126932030e-14      -1.971949799847e-12       0.000000000000e+00       1.449061782046e-11       1.859116881704e-12      -8.342651971099e-15 
   88       3.178179450528e-10       8.424615050346e-14      -2.056771081356e-12       0.000000000000e+00       1.407751046267e-11       1.815915716869e-12      -8.321708437494e-15 
   89       3.216486368714e-10       8.646515341956e-14      -2.142579555847e-12       0.000000000000e+00       1.367808604515e-11       1.774044203157e-12      -8.289971424038e-15 
   90       3.255130183412e-10       8.868640361271e-14      -2.229318814611e-12       0.000000000000e+00       1.329212072132e-11       1.733484637251e-12      -8.246970367423e-15 
   91       3.294115418834e-10       9.090801065940e-14      -2.316929166336e-12       0.000000000000e+00       1.291966003977e-11       1.694243173633e-12      -8.193805040963e-15 
   92       3.333444615513e-10       9.312804271063e-14      -2.405349034256e-12       0.000000000000e+00       1.256061545091e-11       1.656311829215e-12      -8.131701665584e-15 
   93       3.373118234597e-10       9.534452667786e-14      -2.494514958670e-12       0.000000000000e+00       1.221475898292e-11       1.619667916613e-12      -8.062016483766e-15 
   94       3.413134562135e-10       9.755544841898e-14      -2.584361599462e-12       0.000000000000e+00       1.188171791779e-11       1.584273477427e-12      -7.986239333475e-15 
   95       3.453489613368e-10       9.975875292426e-14      -2.674821738622e-12       0.000000000000e+00       1.156096946731e-11       1.550074715513e-12      -7.905997222104e-15 
   96       3.494177037018e-10       1.019523445023e-13      -2.765826282764e-12       0.000000000000e+00       1.125183544910e-11       1.517001430259e-12      -7.823057900405e-15 
   97       3.535188019581e-10       1.041340869658e-13      -2.857304265648e-12       0.000000000000e+00       1.095347696257e-11       1.484966449860e-12      -7.739333436432e-15 
   98       3.576511189612e-10       1.063018038181e-13      -2.949182850697e-12       0.000000000000e+00       1.066488906500e-11       1.453865064596e-12      -7.656883789472e-15 
   99       3.618135651538e-10       1.084533276296e-13      -3.041388807612e-12       0.000000000000e+00       1.038513056535e-11       1.423599928377e-12      -7.577503957874e-15 
  100       3.660060784301e-10       1.105866557484e-13      -3.133853175405e-12       0.000000000000e+00       1.011406205286e-11       1.394161012934e-12      -7.501410973463e-15 
  101       3.702287659262e-10       1.126998170934e-13      -3.226507267597e-12       0.000000000000e+00       9.851702999758e-12       1.365555978332e-12      -7.428376705311e-15 
  102       3.744815977456e-10       1.147908257023e-13      -3.319281277179e-12       0.000000000000e+00       9.598003526597e-12       1.337785460264e-12      -7.358126239280e-15 
  103       3.787644011808e-10       1.168576815144e-13      -3.412104297000e-12       0.000000000000e+00       9.352841928124e-12       1.310842812033e-12      -7.290336404367e-15 
  104       3.830768549365e-10       1.188983711522e-13      -3.504904340154e-12       0.000000000000e+00       9.116022199220e-12       1.284713846533e-12      -7.224634299055e-15 
  105       3.874184833511e-10       1.209108687045e-13      -3.597608360367e-12       0.000000000000e+00       8.887271560820e-12       1.259376578231e-12      -7.160595817657e-15 
  106       3.917886506195e-10       1.228931365075e-13      -3.690142272386e-12       0.000000000000e+00       8.666237985832e-12       1.234800965149e-12      -7.097744176667e-15 
