# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 4500, i.e. number of multipoles equal to 4499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  159       6.281699482642e-10       1.390547562327e-13      -6.139135114413e-12       0.000000000000e+00       2.822408554940e-12       5.232992315702e-13      -3.389362518054e-15 
  160       6.323133245352e-10       1.379098313354e-13      -6.113429510446e-12       0.000000000000e+00       2.771626794132e-12       5.161849705018e-13      -3.329692970026e-15 
  161       6.364180486200e-10       1.367223053684e-13      -6.084170889154e-12       0.000000000000e+00       2.721878813002e-12       5.091565520031e-13      -3.269480531637e-15 
  162       6.404829710040e-10       1.354942987796e-13      -6.051333530186e-12       0.000000000000e+00       2.673153263561e-12       5.022135243882e-13      -3.208749179796e-15 
  163       6.445070336889e-10       1.342279944495e-13      -6.014893498539e-12       0.000000000000e+00       2.625453949351e-12       4.953584700091e-13      -3.147558867964e-15 
  164       6.484891621529e-10       1.329256864373e-13      -5.974828824289e-12       0.000000000000e+00       2.578781854371e-12       4.885937317724e-13      -3.085971252491e-15 
  165       6.524282650602e-10       1.315897815297e-13      -5.931119542444e-12       0.000000000000e+00       2.533135079981e-12       4.819214068552e-13      -3.024049706433e-15 
  166       6.563232339717e-10       1.302228007887e-13      -5.883747732788e-12       0.000000000000e+00       2.488508781800e-12       4.753433404213e-13      -2.961859333372e-15 
  167       6.601729430543e-10       1.288273810999e-13      -5.832697559725e-12       0.000000000000e+00       2.444895106612e-12       4.688611193366e-13      -2.899466981234e-15 
  168       6.639762487916e-10       1.274062767214e-13      -5.777955312132e-12       0.000000000000e+00       2.402283129265e-12       4.624760658850e-13      -2.836941256103e-15 
  169       6.677319896936e-10       1.259623608314e-13      -5.719509443202e-12       0.000000000000e+00       2.360658789575e-12       4.561892314844e-13      -2.774352536042e-15 
  170       6.714389860068e-10       1.244986270770e-13      -5.657350610293e-12       0.000000000000e+00       2.320004829227e-12       4.500013904024e-13      -2.711772984909e-15 
